conversation_id,technique,iteration,participant,response,Answer,reasoning
25,ZS,1,C,Agreeable,Moderate,"Affirmed common choices (date/time), was positive about multiple options, and expressed willingness to go with either choice without resistance."
25,ZS,1,D,Moderate,Moderate,"Sometimes pushed back (e.g., against Ikebukuro, calling KIWAMI too fancy) and set constraints, but generally accepted group decisions and concluded they were fine with any."
25,ZS,2,A,Moderate,Moderate,進行役として合意形成を促進しつつも、他者の希望（銀座希望など）を取り入れるバランス型。
25,ZS,2,B,Agreeable,Moderate,「おけ」「いいと思う」「どこでもよい」など同調・受容の発言が多く、他者案に容易に追随。
25,ZS,2,C,Agreeable,Moderate,「19だね」「それが楽」など賛同が多く、選択肢に対して柔軟に同調。
25,ZS,2,D,Moderate,Moderate,池袋への難色など部分的な不一致は示すが、最終的には大半の提案を受け入れる姿勢。
25,ZS,3,A,Agreeable,Moderate,他メンバーの都合（19日、エリア）や嗜好（アクアリウム系）に合わせて決定づけるなど、取りまとめつつ同調が多い。
25,ZS,3,B,Agreeable,Moderate,「おけ！」「いいと思う！」など同意が多く、最終決定にもすぐ賛同。自身の提案にも固執しない。
25,ZS,3,C,Agreeable,Moderate,他者提案への前向き反応が多く、「どっちも行きたい」など柔軟に同意。
25,ZS,3,D,Moderate,Moderate,池袋を避けたいなどの異議を一部表明したが、最終的には多くに同意。反対の頻度は高くない。
25,ZS,4,A,Agreeable,Moderate,他者の提案を取りまとめ、予約状況や希望に合わせて決定を前に進めるなど同調的。最終的に他者希望（銀座）へ収束。
25,ZS,4,B,Agreeable,Moderate,共感・同意表現が多く（「わかりみ」「おけ」等）、自分の順位は示しつつも最終的には多数に追随。
25,ZS,4,C,Agreeable,Moderate,他者案に前向きで「どっちも行きたい」「水族館にこだわらなくてもOK」と柔軟に同調。
25,ZS,4,D,Moderate,Moderate,エリア面で軽い否定（池袋は渋い）などの自己都合は示すが、全体としては多数に合わせる姿勢（「よいです」）も併存。
25,ZS,5,A,Agreeable,Moderate,司会的に多数決を取り、他者の希望（銀座が嬉しい等）を汲んで最終決定。自身のイタリアン希望からも柔軟に転換。
25,ZS,5,B,Agreeable,Moderate,「おけ！」「いいと思う！」など同調が多く、最終的にも「どこでもよい」「あたしもよいです」と追随。
25,ZS,5,C,Agreeable,Moderate,日程や場所で同調（19だね、楽だよね）。候補に対し前向き（どっちも行きたい）。最終決定にも抵抗なし。
25,ZS,5,D,Moderate,Moderate,初期は日程・エリアで難色（12月不可、池袋渋い）を示す場面があるが、その後妥協し他者案を受容。意見は出すが固執はしない。
24,ND,1,A,Agreeable,Moderate,日程・時間（5日、19時）に即同意し、他者提案にも「いいね」「りょ」などで賛同。予約の電話も買って出て全体に合わせる姿勢。
24,ND,1,B,Agreeable,Moderate,日程・時間に「問題なし」と即応。提案に「うまそう」「すごい」等の肯定反応が多く、最終候補（江戸富士）にも前向きで予算超過も許容。
24,ND,1,C,Agreeable,Moderate,日程・時間に「おけ」と同意。価格不安を述べつつも「社会人傾斜」で解決を提案し、最終的に全員で海鮮丼にする提案で歩調を合わせた。
24,ND,2,A,Agreeable,Moderate,他者の提案に「いいね」「りょ」など肯定的に反応し、やや高いとしつつも予約に前向き。日程・時間調整にも柔軟。
24,ND,2,B,Agreeable,Moderate,日程・時間の合意が早く、江戸富士にも「ここで良さそう」と賛同。価格への軽い懸念は示すが最終的に「多少出る分には許容」と歩み寄る。
24,ND,2,C,Agreeable,Moderate,全体の方向性（寿司・江戸富士）に早期同意し、予約確認の必要性や支払い配慮（社会人傾斜）など協調的発言が多い。
24,ND,3,A,Agreeable,Moderate,他者の提案に対して「いいね」「りょ」などで同意し、予約の電話を買って出るなど合意形成を促進。
24,ND,3,B,Agreeable,Moderate,時間や最終候補に即同意し、多少の予算超過も容認するなど歩調を合わせた。
24,ND,3,C,Agreeable,Moderate,日程・時間に同意し、最終候補にも「僕はOK」。最終的に全員で海鮮丼にする提案で統一を図った。
24,ND,4,A,Agreeable,Moderate,他者提案に対して「いいね」「りょ」などの同意が多く、予約の電話、メニュー共有など実務対応に回る。価格が高めでも前向きに進める。
24,ND,4,B,Agreeable,Moderate,他者の候補にも前向き（「うまそう」「ここで良さそう」）。当初の予算懸念は示すが、最終的に「多少出る分には許容」と折れる。
24,ND,4,C,Agreeable,Moderate,日程・時間に即同意し、最終候補でも予算不安を述べつつ「僕はOK」。支払い調整（社会人傾斜）を提案し、全員で海鮮丼に合わせる姿勢。
24,ND,5,A,Agreeable,Moderate,"Frequently affirms others (“ええで”, “おけ”, “いいね”, “りょ”), makes the call to check availability, and accepts the group’s choice and menu alignment."
24,ND,5,B,Agreeable,Moderate,"Often reacts positively (“えうまそう”, “おお、これはすごいな”, “ここで良さそう”), accepts higher budget if needed, and asks A to book; minimal resistance (light budget concern)."
24,ND,5,C,Agreeable,Moderate,"Aligns with scheduling and final choice (“5日おけ”, “僕はOK”), offers budget flexibility (“社会人傾斜でいいよ”), and suggests unified order (“みんなで海鮮丼”)."
24,CoT,1,A,Agreeable,Moderate,他者の提案に「いいね」「りょ」などで賛同し、Bの寿司志向・Cの江戸富士提案に乗って電話確認や予約段取りまで進めた。
24,CoT,1,B,Agreeable,Moderate,日程・時間・店の方向性に即応して同意し、江戸富士の価格についても「多少出る分には許容」と譲歩した。
24,CoT,1,C,Agreeable,Moderate,スケジュールや寿司方向性に同調し、「社会人傾斜でいいよ」など費用面でも周囲に配慮。メニューも「みんなで海鮮丼」に合わせた。
24,CoT,2,A,Agreeable,Moderate,日程・時間・店選びで他者の案に即応して賛同（「いいね」「りょ」）。価格懸念は示すが最終的に予約へ動くなど同調的。
24,CoT,2,B,Agreeable,Moderate,日程・時間に即同意。「これはすごい」「ここで良さそう」など他者提案（江戸富士）を前向きに受容。軽い懸念（予算）も柔らかく表現しつつ同調。
24,CoT,2,C,Agreeable,Moderate,復帰後すぐ調査役に回り、他者の進行に合わせて「おけ」「僕はOK」。懸念（予算不安）は述べるが最終的に海鮮丼で足並みをそろえる提案。
24,CoT,3,A,Agreeable,Moderate,他者提案に対し「いいね」「りょ」など受容的。最終案（江戸富士）に対しても即電話で確認するなど協力的。
24,CoT,3,B,Agreeable,Moderate,予算懸念を軽く示すが全体としては「まあでもうまそう」「許容です」「了解です」と折り合いが早い。
24,CoT,3,C,Agreeable,Moderate,日程・内容ともに「おけ」「僕はOK」「仲良くみんなで海鮮丼にしますか」と歩調を合わせ、支払い面でも「社会人傾斜」を提案して調整的。
24,CoT,4,A,Agreeable,Moderate,日程・時間・店の方向性に素早く同意しつつ、電話確認や予約など実務を引き受けて他者提案を後押し。
24,CoT,4,B,Agreeable,Moderate,他者案に前向きな相づちが多く、最終店と予算超過にも歩み寄る発言。軽い懸念表明はあるが最終的に合わせる傾向。
24,CoT,4,C,Agreeable,Moderate,復帰後は提案と同時に「おけ」「僕はOK」など賛同が多く、最後は「みんなで海鮮丼にしますか」と合意形成を促進。
24,CoT,5,A,Agreeable,Moderate,日程・時間・寿司方向性・最終店に柔軟に同意し、即時の電話確認・予約を引き受けるなど協調的。
24,CoT,5,B,Moderate,Moderate,基本は合意的（日時合意、多少の予算超過容認）が、予算超過を指摘するなど条件提示も行い、全面追随ではない。
24,CoT,5,C,Agreeable,Moderate,日程・時間・店・料理（海鮮丼）に賛同しつつ、予約必要性や予算懸念を共有。最終的には社会人傾斜提案で合意を後押し。
24,ZS,1,A,Agreeable,Moderate,他者提案に対し「いいね」「りょ」など受容的で、電話確認・予約など実務を引き受けて全体を前進させた。
24,ZS,1,B,Agreeable,Moderate,C提案の江戸富士を評価して乗り、若干の予算超過も「許容」と発言。日時やメニューの合意形成にも協力的。
24,ZS,1,C,Agreeable,Moderate,日程・時間に柔軟に同意し、最終的に「社会人傾斜」「みんなで海鮮丼」など歩み寄り案を提示して合意を促進。
24,ZS,2,A,Agreeable,Moderate,他者提案にすぐ賛同し（「いいね」「りょ」）、予約の電話や時間調整を進んで担当するなど協調的。
24,ZS,2,B,Agreeable,Moderate,他者案に「うまそう」「良さそう」と好意的反応が多く、最終的にC案（江戸富士）と予算超過も「許容」と受容。異議は軽い予算指摘のみ。
24,ZS,2,C,Agreeable,Moderate,全体の流れに合わせつつ提案を補強。予約必要の共有や「社会人傾斜」提案、全員同一メニュー提案など歩調合わせが多い。
24,ZS,3,A,Agreeable,Moderate,日程・時間や他者提案に対し「ええで」「おけ」「いいね」「りょ」など同調発言が多く、電話手配まで担って合意形成を促進。
24,ZS,3,B,Agreeable,Moderate,5日・19時の提案を即了承。価格上振れも「多少出る分には許容」と歩み寄り、C提案（江戸富士）に「ここで良さそう」と乗る。
24,ZS,3,C,Agreeable,Moderate,日程・時間に同意しつつ、予算の懸念は共有するが最終的に「僕はOK」「みんなで海鮮丼」に収束させるなど協調的。
24,ZS,4,A,Agreeable,Moderate,日程・時間・店選びで他者提案に即応し賛同（「ええで」「問題なし」「いいね」「りょ」等）。電話確認や予約も引き受ける。
24,ZS,4,B,Agreeable,Moderate,日程・時間に柔軟で、江戸富士にも賛同し予約依頼。予算懸念は示すが最終的に容認（「多少出る分には許容」）。
24,ZS,4,C,Agreeable,Moderate,日程・時間に同意し、店の予約条件確認を提案。予算不安を述べつつも「社会人傾斜でいい」と歩み寄り、海鮮丼で足並みを揃える提案。
24,ZS,5,A,Agreeable,Moderate,日程・時間調整で受容的に進行し、江戸富士に対しても「いいね」と賛同。電話確認や予約対応など協力的で流れに沿う。
24,ZS,5,B,Agreeable,Moderate,時間提案に「問題なし」で同意し、C提案の江戸富士にも即前向き。予算超過も「多少出る分には許容」と歩み寄る姿勢。
24,ZS,5,C,Agreeable,Moderate,日程・時間に「おけ」で同意し、メニューや価格も最終的に容認。「社会人傾斜」提案など合意形成を助ける配慮。
18,ND,1,A,Agreeable,Moderate,時間・場所調整で他者案に寄り添い、最終案も『気になる点があれば』と合意形成を優先。暫定合意にも即同意。
18,ND,1,B,Agreeable,Moderate,多数の『おけ』『OK』『よいとおもいます』など賛同が多く、他者の方向性（新大久保・サムギョプサル）に進んで合わせた。
18,ND,1,C,Agreeable,Moderate,『中華いいね』『どっちも美味しそう』『おけです』等、他案への前向き反応が継続。最終案にも即同意。
18,ND,1,D,Agreeable,Moderate,『自分は何時頃でも大丈夫』『OKです！』など柔軟で、予約代行など調整役として合意を後押し。
18,ND,2,A,Agreeable,Moderate,"Frequently accepted others’ ideas, encouraged consensus, and adjusted to group constraints (time, spice)."
18,ND,2,B,Agreeable,Moderate,"Often affirmed suggestions with positive reactions and emojis, accepted the provisional decision, and showed willingness to go to places new to them."
18,ND,2,C,Agreeable,Moderate,"Consistently responded with approval (おけー、いいね), supported others’ ideas, and agreed to the provisional plan."
18,ND,2,D,Agreeable,Moderate,"Repeatedly responded OK to proposals, took initiative to call for reservations, and suggested a provisional decision without resistance."
18,ND,3,A,Agreeable,Moderate,他者の辛味耐性に配慮しつつ「もう少し候補出したい」「気になる点がある方は」など合意形成を促し、多くの提案に前向き。
18,ND,3,B,Agreeable,Moderate,「おけ」「🙆‍♀️」「よいとおもいます！」など同意表明が多く、他者提案（新大久保）に前向きに追随。
18,ND,3,C,Agreeable,Moderate,「中華いいね」「どっちも美味しそう」「大丈夫です！」など肯定的反応が中心で流れに合わせる傾向。
18,ND,3,D,Agreeable,Moderate,「OKです！」「よいです！」と同意を重ね、予約電話にも自発的に対応。反対の姿勢は見られない。
18,ND,4,A,Agreeable,Moderate,時間・場所調整に柔軟に同意し、辛さへの配慮を述べつつ他者の提案を受け入れる発言が多い。
18,ND,4,B,Agreeable,Moderate,「おけ」「よいと思います」など賛同が多く、新大久保案にも前向き。価格への軽い指摘以外は基本的に同調。
18,ND,4,C,Agreeable,Moderate,複数案に対して「いいね」「どっちも美味しそう」など肯定的反応が多く、時間調整や最終案にも積極的に同意。
18,ND,4,D,Agreeable,Moderate,「OKです」「自分は何時でも大丈夫」など受容的で、予約の電話対応にも協力するなど合意形成を後押し。
18,ND,5,A,Agreeable,Moderate,時間・場所調整に柔軟で、最終的に暫定合意にも即同意し、反対は示さない。
18,ND,5,B,Agreeable,Moderate,多数の賛同・了承の発言（おけ・🙆‍♀️など）で他者提案を受容。新大久保案にも前向き。
18,ND,5,C,Agreeable,Moderate,他者提案に対し『いいね』『おけ』と積極的に賛意を示し、最終案にも同調。
18,ND,5,D,Agreeable,Moderate,提案に『OK』『よいです』と同意し、予約の電話対応など協力的。反対はなし。
18,CoT,1,A,Moderate,Moderate,他者の辛さ・パクチーNG等を踏まえつつも、方向性（エスニック・新大久保）をまとめ上げる立場で、賛同一辺倒ではない。
18,CoT,1,B,Agreeable,Moderate,「おけ」「🙆‍♀️」「よいとおもいます」など同意表現が多く、新大久保への流れにも積極的に乗った。
18,CoT,1,C,Agreeable,Moderate,「中華いいね」「どっちも美味しそう」「おけです」など相槌・賛意が多く、流れに柔軟に同調。
18,CoT,1,D,Agreeable,Moderate,時間帯や店への適応性が高く、「OK」「よいです」など合意形成を支援し、予約の電話も買って出た。
18,CoT,2,A,Agreeable,Moderate,他メンバーの辛さNGなどの条件を踏まえて選択肢を調整し、合意を取りにいく姿勢が強い。
18,CoT,2,B,Agreeable,Moderate,多数の「おけ」「よいと思います」等、相手の提案に前向き。新大久保にも「行ってみたい」と追随。
18,CoT,2,C,Agreeable,Moderate,各提案に「いいね」「おいしそう」など前向き反応が多く、時間・場所にも柔軟。
18,CoT,2,D,Agreeable,Moderate,「OKです」「よいです」など賛同が多く、予約電話の実務対応まで買って出る協力的態度。
18,CoT,3,A,Agreeable,Moderate,他者の辛さ耐性に配慮しつつ、提案をまとめて「そうしましょう！」など合意形成を促進。
18,CoT,3,B,Agreeable,Moderate,「おけ」「よいとおもいます」など同意が多く、価格指摘以外は追随。新大久保にも前向き。
18,CoT,3,C,Agreeable,Moderate,「中華いいね」「どっちも美味しそう」など肯定が多く、最終案にも即同意。
18,CoT,3,D,Agreeable,Moderate,時間・場所に柔軟で「OK」「よいです！」など賛同が中心。予約面で調整役。
18,CoT,4,A,Moderate,Moderate,Accommodated others’ spice intolerance and adjusted; agreed to 19:00 and to Shin-Okubo; still played leader role rather than just following.
18,CoT,4,B,Agreeable,Moderate,"Frequently agreed with others (“おけ”, stamps), accepted Shin-Okubo over Hongo, supported reservation plan."
18,CoT,4,C,Agreeable,Moderate,"Often affirmed others (“いいね”, “おけ”), supported shifting to Shin-Okubo and accepted tentative booking."
18,CoT,4,D,Agreeable,Moderate,"Very accommodating (“何時でも大丈夫”, OK to proposals), volunteered to call for reservation, agreed to tentative decision."
18,CoT,5,A,Moderate,Moderate,他者案に対し「もう少し候補出したい」など中立的に促進。強い同調や反対は少なく、進行役寄り。
18,CoT,5,B,Agreeable,Moderate,「おけ」「よいと思います」等の同意が多く、他者の方向性（新大久保）にも積極的に乗る。
18,CoT,5,C,Agreeable,Moderate,「中華いいね」「おけ」など同意が多く、流れに合わせて前向きに賛同。
18,CoT,5,D,Agreeable,Moderate,「OKです」「よいです」等で賛同し、予約電話も申し出るなど協力的。
18,ZS,1,A,Agreeable,Moderate,辛い物が苦手という他者の条件を受け止め、提案を調整。合意形成のための呼びかけが多い。
18,ZS,1,B,Agreeable,Moderate,時間・場所・最終決定に対して『おけ』『よいと思います』など同意が多く、他者提案に乗りやすい。
18,ZS,1,C,Agreeable,Moderate,『中華いいね』『それはそう』など肯定的反応が多く、最終方針にも即同意。
18,ZS,1,D,Agreeable,Moderate,『OKです！』『よいです！』と柔軟に同意し、予約電話など実務面でサポート。
18,ZS,2,A,Agreeable,Moderate,他メンバーの辛さNGを受けて中華を押し通さず、韓国料理へ柔軟にシフト。時間・場所の調整にも前向きで合意形成に配慮した。
18,ZS,2,B,Agreeable,Moderate,多くの提案に『おけ』『OK』と賛同し、価格の懸念も穏やかに表明するのみ。新大久保案を歓迎し、予約情報の収集にも協力した。
18,ZS,2,C,Agreeable,Moderate,他提案に『いいね』『美味しそう』と前向きに反応しつつ、辛さ・パクチーNGを共有。新大久保への流れを促進し、全体に協調的だった。
18,ZS,2,D,Agreeable,Moderate,日程・時間に『大丈夫』と譲歩し続け、最終案にも即賛同。予約電話の実行など運用面でサポートし、合意に従順だった。
18,ZS,3,A,Moderate,Moderate,辛さ・場所など他者の条件に配慮しつつ合意形成を進めるが、必要な場面では方向性を出すため単なる追随には留まらない。
18,ZS,3,B,Agreeable,Moderate,他者提案に頻繁に「おけ」「よいと思います」と賛同し、新大久保案にも柔軟に乗った。
18,ZS,3,C,Agreeable,Moderate,「中華いいね」「おけです」など賛同が多く、価格や辛さの条件を共有しながら流れに乗る姿勢が強い。
18,ZS,3,D,Agreeable,Moderate,日程・時間・店について広く「OK」「大丈夫」と同意し、予約の実務対応を買って出るなど協調的。
18,ZS,4,A,Agreeable,Moderate,辛さが苦手な人への配慮（『これは、辛いのが苦手だと厳しいかも』）、時間・場所を他者都合に合わせて調整、リンクにも即同意（『それ』）。全体をまとめつつ他者の意向を尊重。
18,ZS,4,B,Agreeable,Moderate,日程・時間・場所に対して『おけ』『OK』など同意が多い。価格や未訪問動機は共有するが、他者案（新大久保）へ前向きに乗る。
18,ZS,4,C,Agreeable,Moderate,中華・エスニックへ前向き、辛いNG共有後も調整に賛同。19時開始・新大久保など、提案への同意や後押しが多い。
18,ZS,4,D,Agreeable,Moderate,『自分は何時頃でも大丈夫』と柔軟、最終案にも『OK』『よいです！』と即同意。予約手配にも主体的に協力。
18,ZS,5,A,Agreeable,Moderate,他者の嗜好（辛い物NG）を配慮して自提案（麻辣）を引っ込め、サムギョプサルへ方針転換。合意形成を促進。
18,ZS,5,B,Agreeable,Moderate,多数の「おけ」「よいと思います」で追随し、自身の本郷案よりも新大久保に前向き。予約方法にも柔軟対応。
18,ZS,5,C,Agreeable,Moderate,各案に前向きに反応し、時間や場所にも柔軟。「新大久保にする？」と合意を後押し。
18,ZS,5,D,Agreeable,Moderate,時間帯はいつでも可とし、最終案にも即同意。電話予約の実務対応を買って出るなど協調的。
26,ND,1,A,Agreeable,Agreeable,他者案に対し肯定的反応が多く、ブイヨン→満席→高知への切替にも即応。「いいと思う」「おけおけ」など賛意が中心。
26,ND,1,B,Agreeable,Moderate,他者提案に対し「おけまる」「賛成」など同調が多い。満席判明後の代替案にも前向き。
26,ND,1,C,Agreeable,Moderate,可否確認や予約など運用面を支えつつ、店の選定自体には柔軟に同調。満席時も「次点どうしますか」と合意形成を促進。
26,ND,1,D,Agreeable,Moderate,候補に対して「おいしそう」「高知でも！」など肯定的に反応し、最終決定にも「だいじょうぶ〜」と同意。
26,ND,1,E,Agreeable,Moderate,「どれもよさそう」「もちろんいいよー」「予約取れるならそうしますか」など、他者案への受容姿勢が一貫。
26,ND,2,A,Agreeable,Agreeable,他者提案に対し前向きに同意・調整し、ブイヨン不成立後も即座に高知案へ賛同。
26,ND,2,B,Agreeable,Moderate,多くの提案に「おけ」「賛成」などで同調。ブイヨン不可の際も高知案へスムーズに切替。
26,ND,2,C,Agreeable,Moderate,「どちらでも〜」「予約取れるならそうしますか」など他者提案を受け入れ、実務面で後押し。
26,ND,2,D,Agreeable,Moderate,「基本大丈夫」「高知でも！」など柔軟に同意し、流れに従う姿勢。
26,ND,2,E,Agreeable,Moderate,「どれもよさそう」「もちろんいいよー」など一貫して受容的で、最終決定にも即同意。
26,ND,3,A,Agreeable,Agreeable,他者案に対し一貫して前向き（「おけです」「いいよん」）。ブイヨン→満席→高知への転換にも即応。
26,ND,3,B,Agreeable,Moderate,「おけまる」「賛成」など同調が多く、満席時も代替（高知）を自ら促し柔軟に合意。
26,ND,3,C,Moderate,Moderate,合意形成を支援しつつも「ナンの店ではない気がする」など事実確認の指摘も行い、中庸。
26,ND,3,D,Agreeable,Moderate,提案への反応は軒並み肯定的（「だいじょうぶ〜」「高知でも！」）。調整にも協力的。
26,ND,3,E,Agreeable,Moderate,「どれもよさそう」「もちろんいいよー」「予約取れるならそうしますか」など前向きに追随。
26,ND,4,A,Agreeable,Agreeable,他者提案に「おけ」「いいよん」と即応し、ブイヨン満席後も高知案にすぐ同意。柔軟に合わせる姿勢が目立つ。
26,ND,4,B,Agreeable,Moderate,多くの案に「おけまる」「賛成」など前向き反応。満席や勘違いもすぐ受け入れて軌道修正。
26,ND,4,C,Agreeable,Moderate,「どちらでも〜」と受容的に反応し、満席情報の共有後は次点の高知に切替提案、全員の同意を確認して予約。
26,ND,4,D,Agreeable,Moderate,時間・場所・店案に対して一貫して「だいじょうぶ〜」「高知でも！」と賛同。
26,ND,4,E,Agreeable,Moderate,各案に「どれもよさそう」「もちろんいいよー」「予約取れるならそうしますか」と受け入れ姿勢。
26,ND,5,A,Agreeable,Agreeable,他者提案に頻繁に同調し、ブイヨン→満席→高知への切替にもすぐ賛成。
26,ND,5,B,Agreeable,Moderate,ブイヨンの合意に同調し、満席後も高知案に即賛成するなど、流れに合わせやすい。
26,ND,5,C,Agreeable,Moderate,満席情報を共有しつつ次点案（高知）へ誘導、全員の同意を確認して即予約と、合意形成に協力的。
26,ND,5,D,Agreeable,Moderate,候補の絞り込みで「高知でも！」など賛同を示し、他者提案に乗る姿勢が強い。
26,ND,5,E,Agreeable,Moderate,「もちろんいいよー」「予約取れるならそうしますか」など、どの案にも前向きで同調的。
26,CoT,1,A,Agreeable,Agreeable,他者案への賛同が多く、ブイヨン→高知への切替にもすぐ同意。「いいと思うー」「おけおけ」など追随姿勢。
26,CoT,1,B,Agreeable,Moderate,「おけまる」「賛成」等の同意が多く、最終決定（高知）にも柔軟に従う。
26,CoT,1,C,Agreeable,Moderate,中立的に調整しつつ、予約可否で方向転換を促し周囲の同意を得る。自身も「どちらでも〜」と柔軟。
26,CoT,1,D,Agreeable,Moderate,時間・場所に合わせやすく「高知でも！」など他者案への同意が多い。
26,CoT,1,E,Agreeable,Moderate,「どっちでも」「もちろんいいよー」「予約取れるなら」等、他者案を受け入れる発言が多い。
26,CoT,2,A,Agreeable,Agreeable,他案への賛同・切替が多い（ブイヨン→満席で高知OKなど）。調整的。
26,CoT,2,B,Agreeable,Moderate,「おけまる」「賛成」など同意が多く、満席時に次善案への切替を促進。
26,CoT,2,C,Moderate,Moderate,進行役として中立に問いかけ・手配。「次点どうしますか」「予約した」。過度な同意/反対はなし。
26,CoT,2,D,Agreeable,Moderate,「基本大丈夫」「〜でも！」など追随が多く柔軟。
26,CoT,2,E,Agreeable,Moderate,「どれもよさそう」「いいよー」など同意的で流れに合わせる。
26,CoT,3,A,Agreeable,Agreeable,時間・場所・店いずれも「おけ」「いいよん」と同調が多く、最終的に高知案にも即同意。
26,CoT,3,B,Agreeable,Moderate,日程・場所に「おけまる」「全部いけるぜ」と同調が多い。ルヴェは格式に懸念を示すが、全体として提案受容的で最終案にも賛成。
26,CoT,3,C,Agreeable,Moderate,「どちらでも〜」と柔軟。ブイヨン満席後も次点調整を主導しつつ他者の意見を取り込み予約確定。
26,CoT,3,D,Agreeable,Moderate,時間帯・場所に「ありがたい」「基本大丈夫」など肯定反応が多く、最終案にも「高知でも！」と同意。
26,CoT,3,E,Agreeable,Moderate,「どれもよさそう」「もちろんいいよー」「予約取れるならそうしますか」と他者案に前向きで、決定にも素直に追随。
26,CoT,4,A,Agreeable,Agreeable,多くの提案に前向きに同意し、「ブイヨンにする？」→満席後も「高知良いと思うー」と即同調。
26,CoT,4,B,Agreeable,Moderate,他者案にたびたび「おけ」「賛成」。格式高そうな案は自ら引っ込め、代替（高知）にも即同意。
26,CoT,4,C,Moderate,Moderate,中立的に「どちらでも〜」「次点どうしますか」と合意形成を促進。自分の強い賛否は示しすぎない。
26,CoT,4,D,Agreeable,Moderate,「基本大丈夫」「おいしそう」「高知でも！」など、他者の流れに柔軟に追随。
26,CoT,4,E,Agreeable,Moderate,「どれもよさそう」「もちろんいいよー」「予約取れるならそうしますか」など、同意・追随の発言が多い。
26,CoT,5,A,Agreeable,Agreeable,他者案へ『いいと思う』『じゃあ…にしますか』など同意が多く、満席時も即『高知良いと思う』と追随。
26,CoT,5,B,Agreeable,Moderate,『全部いけるぜ』『おけまる』『高知にする？』『おけ』など賛同・追随が多い。
26,CoT,5,C,Moderate,Moderate,可否や満席情報を中立的に提示しつつ、『どちらでも〜』『いい？』と調整役。賛否の傾きは中庸。
26,CoT,5,D,Agreeable,Moderate,『基本大丈夫！』『高知でも！』『だいじょうぶ〜』など同意が多く、他者に合わせる姿勢が強い。
26,CoT,5,E,Agreeable,Moderate,『どれもよさそう』『もちろんいいよー』『予約取れるならそうしますか』など同意・柔軟対応が多い。
26,ZS,1,A,Agreeable,Agreeable,他者案への賛同が多く（おけ、いいよん）、在席不可時も即座に次点へ同調。
26,ZS,1,B,Agreeable,Moderate,候補変更や時間場所の提案に柔軟に賛成（おけまる、賛成）。格式高い店は軽く懸念するも対立せず。
26,ZS,1,C,Agreeable,Moderate,どちらでも〜等の柔軟姿勢。席状況に応じて次点へ誘導しつつ皆の合意を確認。
26,ZS,1,D,Agreeable,Moderate,時間・場所に合わせやすく、候補変更にも前向き（高知でも！、だいじょうぶ〜）。
26,ZS,1,E,Agreeable,Moderate,どれもよさそう、もちろんいいよー等の同意が多く、予約可否に合わせて即同調。
26,ZS,2,A,Agreeable,Agreeable,時間・場所・店の流れに対し“おけです”“いいよん”など賛同が多く、席不足でブイヨン断念→高知へ即同意。
26,ZS,2,B,Agreeable,Moderate,“おけまる”“賛成”“おけ”など賛同が頻出。提案はするが他者案への追随・調整も多い。
26,ZS,2,C,Moderate,Moderate,合意形成を促しつつ、席の有無・喫煙可など事実ベースの確認を行い、中立的に収束させる。
26,ZS,2,D,Agreeable,Moderate,“そのくらいだと嬉しい”“高知でも！”“だいじょうぶ〜”など同調的。
26,ZS,2,E,Agreeable,Moderate,“どれもよさそう”“もちろんいいよー”“予約取れるならそうしますか”など他者案追随が中心。
26,ZS,3,A,Agreeable,Agreeable,多数の提案に「おけ」「いいよん」などで同調し、ブイヨン→高知への切替にも即応した。
26,ZS,3,B,Agreeable,Moderate,提案は多いが、他者案（ブイヨン決定、高知への変更）にすぐ賛成し、全体の流れに合わせた。
26,ZS,3,C,Agreeable,Moderate,「どちらでも〜」と柔軟に応じ、喫煙可情報の確認後も合意を取りつつ予約を実行。
26,ZS,3,D,Agreeable,Moderate,時間・場所に柔軟で、各候補に好意的反応。「だいじょうぶ〜」など同意が多い。
26,ZS,3,E,Agreeable,Moderate,「もちろんいいよー」「どっちでも」など同調が多く、ブイヨン不可時も高知・タコスへ柔軟に移行。
26,ZS,4,A,Agreeable,Agreeable,時間・場所・店の選定で他者の提案に「おけ」「いいと思う」と乗る場面が多く、ブイヨン→高知への転換にも即同意。
26,ZS,4,B,Agreeable,Moderate,多数の「おけまる」「賛成」発言。ルヴェの格式を理由に自ら下げるなど他者配慮が強く、最終的に高知案へ同意。
26,ZS,4,C,Agreeable,Moderate,中立的に進行しつつ、座席なし情報を共有→次点へ誘導。高知について喫煙可の注意を出しつつも予約実行とフォロー。
26,ZS,4,D,Agreeable,Moderate,日程・時間・場所に柔軟（早め希望以外は適応）。最終決定にもすぐ同意し、全体の動きに合わせる姿勢。
26,ZS,4,E,Agreeable,Moderate,「どれもよさそう」「もちろんいいよー」など受容的で、予約可ならそれでOKと条件付き同意。
26,ZS,5,A,Agreeable,Agreeable,他者提案に素早く同調（ブイヨン→満席で高知案へ）し、集合・解散時間や現地集合案にも柔軟に賛同。
26,ZS,5,B,Agreeable,Moderate,時間・場所・店の切替に都度『おけ』『賛成』などと追随。最終的な高知案にも前向きに同意。
26,ZS,5,C,Agreeable,Moderate,『どちらでも〜』と柔軟姿勢。満席確認など実務面を進めつつ、次点移行・喫煙可情報の共有を経て皆の合意形成を促進。
26,ZS,5,D,Agreeable,Moderate,『おいしそう』『高知でも！』『だいじょうぶ〜』など随所で賛同し、時間帯も他者に合わせる姿勢。
